loan_id, customer_id, disbursed_date, purpose         , amount_pkr, term_months, interest_rate_pct, inflow_to_loan_ratio, defaulted
L502149, C105963    , 2024-09-10    , device_finance  , 17800.0   ,          12, 24.5             ,                 0.61, False
L502150, C105820    , 2024-08-18    , nano_loan       , 16424.0   ,           1, 21.0             ,                 0.24, False
L502151, C102627    , 2025-05-12    , nano_loan       , 22160.0   ,           3, 26.7%            ,                 0.36, False
L502152, C101496    , 2025-04-09    , device_finance  , 71716.0   ,           1, 24.7%            ,                 1.82, False
L502153, C104575    , 2025-04-18    , device_finance  , 92739.0   ,           6, 33.5             ,                 4.29, False
L502154, C109168    , 2025-05-10    , merchant_advance, 221938.0  ,           3, 30.9             ,                 6.47, True
L502155, C109922    , 2025-02-16    , nano_loan       , 4367.0    ,           1, 27.3%            ,                 0.11, False
L502156, C111868    , 2025-01-20    , merchant_advance, 170782.0  ,           1, 34.1             ,                 5.64, True
L502157, C114986    , 15/10/2024    , merchant_advance, 338152.0  ,           6, 28.1             ,                 6.23, False
L502158, C111082    , 2025-01-12    , nano_loan       , 9619.0    ,           6, 26.4             ,                 0.39, False
L502159, C104321    , 2025-05-22    , merchant_advance, 172528.0  ,           1, 33.9%            ,                 8.29, True
L502160, C104276    , 2024-09-13    , nano_loan       , 18928.0   ,           6, 19.3             ,                 0.64, False
L502161, C112545    , 10/01/2025    , merchant_advance, 342854.0  ,           6, 28.6             ,                38.96, False
L502162, C105348    , 2025-05-13    , merchant_advance, 280393.0  ,           1, 21.4             ,                13.35, False
L502163, C109408    , 2025-04-21    , emergency       , 12627.0   ,           3, 30.6             ,                 0.34, False
L502164, C106071    , 2025-01-25    , merchant_advance, 163976.0  ,           3, 26.6             ,                 1.85, False
L502165, C109789    , 02/08/2024    , device_finance  , 57517.0   ,           3, 27.5             ,                 1.3 , False
L502166, C106730    , 2024-12-17    , device_finance  , 74493.0   ,           6, 26.0%            ,                 1.74, False
L502167, C103454    , 2024-10-01    , emergency       , 10653.0   ,           1, 22.4%            ,                 0.33, False
L502168, C110502    , 2025-05-16    , merchant_advance, 143163.0  ,           1, 32.0             ,                10.53, False
L502169, C112834    , 2025-05-26    , nano_loan       , 5202.0    ,           6, 25.7             ,                 0.13, False
L502170, C109595    , 2025-01-24    , nano_loan       , 2617.0    ,           3, 31.3%            ,                 0.1 , False
L502171, C109929    , 2025-01-31    , nano_loan       , 18485.0   ,           6, 32.9             ,                 0.65, False
L502172, C101937    , 2024-12-30    , device_finance  , 58042.0   ,           6, 18.1             ,                 1.84, False
L502173, C109865    , 2024-11-07    , merchant_advance, 377433.0  ,           6, 34.7%            ,                14.24, False
L502174, C102021    , 2025-05-16    , merchant_advance, 69249.0   ,           1, 26.4%            ,                 2.41, False
L502175, C104844    , 2024-10-04    , merchant_advance, 55548.0   ,           1, 29.3             ,                 2.44, False
L502176, C105644    , 2025-05-03    , nano_loan       , 14681.0   ,           3, 35.4             ,                 0.73, False
L502177, C101143    , 2024-10-27    , emergency       , 9141.0    ,           1, 26.2             ,                 0.2 , False
L502178, C110426    , 2025-05-21    , nano_loan       , 14566.0   ,           1, 35.8             ,                 0.7 , False
L502179, C109238    , 08/08/2024    , nano_loan       , 12193.0   ,           6, 31.8             ,                 0.73, False
L502180, C105967    , 06/08/2024    , emergency       , 15390.0   ,           1, 18.4             ,                 0.75, False
L502181, C100953    , 2025-03-25    , emergency       , 45912.0   ,           6, 25.1             ,                 1.77, False
L502182, C111793    , 2025-04-19    , nano_loan       , 21707.0   ,           1, 22.0%            ,                 1.4 , False
L502183, C111580    , 2025-04-05    , nano_loan       , 18495.0   ,           3, 32.7%            ,                 0.16, False
L502184, C100122    , 23/05/2025    , device_finance  , 21084.0   ,          12, 21.3             ,                 0.76, False
L502185, C111709    , 2025-01-03    , device_finance  , 117312.0  ,           3, 35.3             ,                 4.16, True
L502186, C112773    , 2024-08-27    , nano_loan       , 6866.0    ,           1, 36.0             ,                 0.53, False
L502187, C114599    , 01/02/2025    , merchant_advance, 213876.0  ,           3, 18.9             ,                 3.09, True
L502188, C113720    , 2025-05-25    , nano_loan       , 6629.0    ,           1, 28.1%            ,                 0.83, False
L502189, C111093    , 2024-09-10    , nano_loan       , 23814.0   ,           6, 27.0             ,                 0.59, False
L502190, C110031    , 2025-05-21    , merchant_advance, 258449.0  ,           6, 28.3             ,                13.97, True
L502191, C108096    , 2024-08-30    , nano_loan       , 13459.0   ,           1, 24.2             ,                 0.23, False
L502192, C109708    , 2025-03-28    , device_finance  , 101563.0  ,           3, 19.0             ,                 2.27, False
L502193, C100001    , 2024-12-19    , device_finance  , 67152.0   ,           1, 21.4             ,                 2.91, False
L502194, C103986    , 2024-07-24    , device_finance  , 36799.0   ,           3, 33.3             ,                 1.13, False
L502195, C104529    , 05/03/2025    , nano_loan       , 16183.0   ,           1, 20.1             ,                 0.37, False
L502196, C100578    , 2025-04-07    , merchant_advance, 173979.0  ,           6, 29.2             ,                 2.01, False
L502197, C111276    , 2024-11-16    , nano_loan       , 18013.0   ,           3, 25.5             ,                 0.66, False
L502198, C111649    , 2025-02-09    , nano_loan       , 7716.0    ,          12, 23.5%            ,                 0.32, False
L502199, C112621    , 2024-12-17    , nano_loan       , 6704.0    ,           1, 19.9             ,                 0.39, False
L502200, C106059    , 2024-07-29    , nano_loan       , 20431.0   ,           6, 24.9%            ,                 0.54, False
L502201, C113378    , 2024-12-21    , nano_loan       , 11736.0   ,           1, 31.3%            ,                 0.58, False
L502202, C105410    , 2025-01-22    , nano_loan       , 13247.0   ,           1, 27.8             ,                 0.57, False
L502203, C107667    , 15/01/2025    , nano_loan       , 18463.0   ,           3, 18.1%            ,                 0.27, False
L502204, C100629    , 2024-10-26    , nano_loan       , 14060.0   ,           3, 31.2             ,                 0.15, False
L502205, C113501    , 2024-09-12    , merchant_advance, 39577.0   ,           3, 27.6             ,                 0.63, False
L502206, C113360    , 2024-09-09    , device_finance  , 42913.0   ,           3, 34.6             ,                 0.74, False
L502207, C102135    , 2025-05-21    , merchant_advance, 346883.0  ,           1, 35.5             ,                30.16, True
L502208, C107053    , 2025-04-20    , nano_loan       , 6639.0    ,           1, 30.9             ,                 0.12, False
L502209, C110832    , 2025-01-16    , merchant_advance, 106763.0  ,          12, 27.4             ,                 3.46, False
L502210, C111624    , 2025-04-09    , emergency       , 35033.0   ,           3, 31.4             ,                 1.26, False
L502211, C106818    , 2025-03-25    , emergency       , 37072.0   ,           6, 27.5%            ,                 1.99, False
L502212, C101567    , 2025-02-10    , nano_loan       , 4591.0    ,           1, 20.5             ,                 0.12, False
L502213, C107717    , 2024-10-24    , merchant_advance, 145363.0  ,           1, 31.0             ,                 3.44, True
L502214, C104910    , 2025-05-11    , merchant_advance, 280160.0  ,           6, 20.6             ,                 6.58, False
L502215, C109413    , 2024-11-30    , emergency       , 30783.0   ,           6, 32.0             ,                 2.25, False
L502216, C113123    , 2024-08-07    , emergency       , 19874.0   ,           1, 30.1             ,                 0.95, False
L502217, C102831    , 2025-05-16    , nano_loan       , 14994.0   ,           6, 21.7%            ,                 0.29, False
L502218, C107073    , 2024-12-03    , nano_loan       , 17933.0   ,           3, 28.7             ,                 0.63, False
L502219, C102937    , 2025-05-08    , merchant_advance, 242518.0  ,          12, 29.3             ,                13.25, False
L502220, C111766    , 2024-07-14    , nano_loan       , 16594.0   ,           6, 19.7%            ,                 0.62, False
L502221, C102892    , 26/10/2024    , nano_loan       , 7469.0    ,           3, 26.9             ,                 0.31, False
L502222, C101136    , 2024-11-02    , emergency       , 28340.0   ,          12, 24.4             ,                 0.79, False
L502223, C108802    , 2025-03-20    , device_finance  , 88108.0   ,           6, 26.4             ,                 3.55, False
L502224, C100901    , 2024-08-23    , nano_loan       , 15181.0   ,           3, 33.9%            ,                 0.33, False
L502225, C109250    , 2024-10-05    , emergency       , 7570.0    ,           1, 20.5%            ,                 0.11, False
L502226, C111094    , 2024-09-01    , emergency       , 18931.0   ,           1, 23.7             ,                 1.04, False
L502227, C106982    , 2025-04-13    , nano_loan       , 17896.0   ,           3, 29.4             ,                 1.28, False
L502228, C103167    , 07/09/2024    , emergency       , 16250.0   ,           1, 23.1             ,                 0.25, False
L502229, C108627    , 2024-10-30    , nano_loan       , 2758.0    ,           6, 25.8             ,                 0.13, False
L502230, C110396    , 2024-07-24    , emergency       , 19743.0   ,           1, 29.5             ,                 0.57, False
L502231, C106798    , 19/09/2024    , nano_loan       , 13854.0   ,           3, 27.4             ,                 0.31, False
L502232, C110476    , 2025-01-10    , merchant_advance, 120894.0  ,           3, 24.3             ,                 5.96, False
L502233, C107079    , 2025-05-11    , emergency       , 35395.0   ,           1, 32.3%            ,                 1.12, False
L502234, C106320    , 04/08/2024    , device_finance  , 69242.0   ,           1, 29.0%            ,                 2.83, False
L502235, C100818    , 18/03/2025    , nano_loan       , 8106.0    ,           3, 27.4             ,                 0.3 , False
L502236, C107839    , 2025-04-13    , emergency       , 37697.0   ,           6, 25.7             ,                 0.99, False
L502237, C113402    , 2025-04-07    , nano_loan       , 14152.0   ,           6, 31.6             ,                 0.77, False
L502238, C113782    , 2025-05-26    , emergency       , 10203.0   ,           6, 34.7             ,                 0.85, False
L502239, C105005    , 2025-04-05    , nano_loan       , 7773.0    ,           6, 31.0             ,                 0.8 , False
L502240, C101292    , 2024-09-09    , nano_loan       , 9086.0    ,           6, 18.3             ,                 0.15, False
L502241, C101501    , 2024-08-31    , device_finance  , 78675.0   ,          12, 32.6             ,                 2.61, False
L502242, C105065    , 2025-02-14    , nano_loan       , 11210.0   ,           3, 20.0%            ,                 0.3 , False
L502243, C114534    , 2025-02-03    , nano_loan       , 2068.0    ,           3, 28.9             ,                 0.1 , False
L502244, C113139    , 2025-03-31    , nano_loan       , 19483.0   ,          12, 24.3%            ,                 0.96, False
L502245, C110949    , 2025-02-18    , emergency       , 35034.0   ,           3, 35.4             ,                 0.71, False
L502246, C112625    , 2024-08-29    , nano_loan       , 3835.0    ,           3, 25.5             ,                 0.03, False
L502247, C111312    , 2024-08-11    , merchant_advance, 244748.0  ,           3, 25.4             ,                11.77, True
L502248, C103181    , 2024-07-12    , device_finance  , 85092.0   ,           1, 31.0             ,                 1.65, False
L502249, C110197    , 2024-10-29    , nano_loan       , 9125.0    ,           1, 25.7             ,                 0.41, False
L502250, C106423    , 21/11/2024    , device_finance  , 111451.0  ,           1, 20.3%            ,                 5.07, True
L502251, C103797    , 2024-09-21    , nano_loan       , 5301.0    ,          12, 34.2%            ,                 0.21, False
L502252, C112316    , 2024-08-11    , merchant_advance, 268315.0  ,           3, 21.8%            ,                 5.3 , False
L502253, C105144    , 2024-12-28    , nano_loan       , 10419.0   ,           6, 25.9             ,                 0.19, False
L502254, C112242    , 2024-08-29    , nano_loan       , 5572.0    ,           3, 20.5             ,                 0.24, False
L502255, C109481    , 2024-12-12    , device_finance  , 71193.0   ,           6, 19.8             ,                 1.6 , False
L502256, C105138    , 20/08/2024    , nano_loan       , 13507.0   ,           6, 19.3             ,                 0.15, False
L502257, C103430    , 2025-03-11    , merchant_advance, 359055.0  ,           3, 22.6             ,                14.72, False
L502258, C111719    , 2024-10-30    , device_finance  , 117602.0  ,           3, 26.6             ,                 0.95, False
L502259, C113102    , 2024-09-10    , nano_loan       , 14013.0   ,           1, 35.9             ,                 0.59, False
L502260, C103215    , 2024-08-09    , nano_loan       , 12885.0   ,           3, 21.4             ,                 0.6 , False
L502261, C112893    , 2024-11-04    , merchant_advance, 89750.0   ,           3, 28.8%            ,                 2.01, False
L502262, C106412    , 2024-10-21    , emergency       , 36678.0   ,           1, 29.1             ,                 0.65, False
L502263, C106628    , 2025-04-03    , nano_loan       , 11021.0   ,           6, 26.9             ,                 0.19, False
L502264, C111900    , 2025-01-11    , device_finance  , 105517.0  ,           3, 33.3             ,                 4.2 , True
L502265, C105030    , 2024-11-13    , emergency       , 32544.0   ,           1, 25.6             ,                 1.85, False
L502266, C101494    , 13/03/2025    , nano_loan       , 7106.0    ,          12, 19.2             ,                 0.27, False
L502267, C105886    , 2024-11-14    , merchant_advance, 282574.0  ,           3, 24.4             ,                27.98, False
L502268, C102865    , 2025-02-14    , merchant_advance, 81485.0   ,           1, 26.5             ,                 4.09, False
L502269, C104502    , 2024-08-21    , merchant_advance, 158520.0  ,           1, 21.9             ,                13.67, True
L502270, C105542    , 2024-10-25    , nano_loan       , 8044.0    ,           3, 34.8%            ,                 0.27, False
L502271, C107462    , 2025-03-18    , merchant_advance, 66763.0   ,           6, 27.6%            ,                 4.07, True
L502272, C111785    , 2025-04-13    , merchant_advance, 158986.0  ,          12, 27.1             ,                 3.41, True
L502273, C113692    , 07/08/2024    , nano_loan       , 10828.0   ,           1, 24.8%            ,                 0.25, False
L502274, C111105    , 2025-03-21    , emergency       , 37872.0   ,           1, 28.4             ,                 4.73, True
L502275, C108995    , 24/04/2025    , merchant_advance, 352832.0  ,           3, 33.0             ,                13.12, True
L502276, C105110    , 2025-04-06    , nano_loan       , 13026.0   ,           3, 24.4             ,                 0.33, False
L502277, C113567    , 2024-09-26    , merchant_advance, 167355.0  ,           6, 18.0             ,                 7.68, False
L502278, C113229    , 2025-02-27    , emergency       , 5947.0    ,           1, 22.6             ,                 0.3 , False
L502279, C111553    , 23/12/2024    , nano_loan       , 12205.0   ,           1, 32.3             ,                 0.2 , False
L502280, C113211    , 2024-12-23    , nano_loan       , 15674.0   ,           1, 20.6             ,                 0.19, False
L502281, C104397    , 2025-03-09    , nano_loan       , 21630.0   ,           3, 29.9             ,                 0.58, False
L502282, C105240    , 2024-12-04    , device_finance  , 16333.0   ,           3, 21.9%            ,                 0.29, False
L502283, C101565    , 2024-12-23    , nano_loan       , 7449.0    ,           3, 25.1             ,                 0.93, False
L502284, C103136    , 2025-04-26    , device_finance  , 70280.0   ,           6, 25.5             ,                 1.93, False
L502285, C107192    , 2024-11-22    , nano_loan       , 11405.0   ,           1, 18.3             ,                 0.13, False
L502286, C106991    , 2025-04-10    , nano_loan       , 15003.0   ,           3, 32.0             ,                 0.4 , False
L502287, C113515    , 2025-01-05    , merchant_advance, 320710.0  ,           6, 30.4             ,                15.42, False
L502288, C100246    , 2024-08-15    , emergency       , 17687.0   ,           6, 31.4             ,                 0.26, False
L502289, C114894    , 2025-05-25    , nano_loan       , 2524.0    ,           3, 28.8%            ,                 0.05, False
L502290, C100945    , 2024-11-19    , nano_loan       , 6425.0    ,           3, 27.5             ,                 0.06, False
L502291, C110973    , 21/09/2024    , emergency       , 40019.0   ,           6, 32.5%            ,                 2.26, False
L502292, C104734    , 2024-12-18    , nano_loan       , 24469.0   ,           1, 29.5             ,                 1.17, False
L502293, C101360    , 27/10/2024    , nano_loan       , 22070.0   ,           6, 33.8%            ,                 1.4 , False
L502294, C112807    , 28/11/2024    , device_finance  , 31104.0   ,           6, 18.9             ,                 0.89, False
L502295, C107723    , 2024-11-04    , device_finance  , 59048.0   ,           1, 20.1             ,                 2.09, False
L502296, C114220    , 21/10/2024    , nano_loan       , 21299.0   ,           6, 28.7             ,                 1.75, False
L502297, C104694    , 2024-10-21    , nano_loan       , 18207.0   ,           3, 31.2             ,                 0.19, False
L502298, C105125    , 2025-04-20    , emergency       , 42463.0   ,           3, 28.9%            ,                 1.53, False
L502299, C110447    , 2025-04-08    , nano_loan       , 22828.0   ,           3, 33.4%            ,                 1.44, False
L502300, C100093    , 24/11/2024    , nano_loan       , 3575.0    ,          12, 27.0%            ,                 0.05, False
L502301, C114952    , 2025-05-13    , emergency       , 16173.0   ,           3, 34.0             ,                 0.67, False
L502302, C107736    , 2025-04-30    , merchant_advance, 100484.0  ,          12, 35.0             ,                 2.34, False
L502303, C102320    , 2024-12-12    , nano_loan       , 6270.0    ,           3, 32.9             ,                 0.24, False
L502304, C104870    , 2024-10-05    , nano_loan       , 20370.0   ,           3, 26.0             ,                 1.0 , False
L502305, C113014    , 04/03/2025    , nano_loan       , 5563.0    ,          12, 35.3             ,                 0.26, False
L502306, C102535    , 2024-12-12    , nano_loan       , 8564.0    ,          12, 35.9             ,                 0.25, False
L502307, C109967    , 2024-08-29    , emergency       , 48070.0   ,           1, 23.0             ,                 0.27, False
L502308, C106168    , 2025-03-20    , merchant_advance, 179041.0  ,           6, 20.4             ,                 4.66, True
L502309, C101048    , 2025-04-21    , nano_loan       , 14241.0   ,           6, 19.3%            ,                 0.23, False
L502310, C106722    , 21/01/2025    , emergency       , 35945.0   ,           6, 27.6             ,                 1.25, False
L502311, C103568    , 2025-05-03    , device_finance  , 30466.0   ,           1, 26.2             ,                 1.52, False
L502312, C100657    , 2024-12-08    , emergency       , 46605.0   ,           6, 29.9             ,                 0.55, False
L502313, C108673    , 2025-05-19    , nano_loan       , 13969.0   ,           1, 26.2             ,                 0.44, False
L502314, C104525    , 2024-10-30    , nano_loan       , 20791.0   ,          12, 25.8             ,                 0.39, False
L502315, C113666    , 2024-12-18    , nano_loan       , 24128.0   ,           1, 35.3             ,                 1.11, False
L502316, C108946    , 26/01/2025    , merchant_advance, 96536.0   ,           3, 19.0%            ,                 0.72, False
L502317, C105578    , 2024-07-01    , nano_loan       , 12520.0   ,           1, 31.9%            ,                 0.78, False
L502318, C101444    , 2024-11-23    , nano_loan       , 22359.0   ,           6, 19.4             ,                 1.0 , False
L502319, C100290    , 2025-04-02    , merchant_advance, 379451.0  ,           1, 20.9%            ,                11.53, True
L502320, C102605    , 2024-08-28    , emergency       , 45384.0   ,           1, 24.6             ,                 1.78, False
L502321, C101184    , 17/09/2024    , nano_loan       , 8345.0    ,           1, 21.6%            ,                 0.31, False
L502322, C113708    , 2024-10-28    , nano_loan       , 15604.0   ,           1, 34.6%            ,                 0.53, False
L502323, C100437    , 10/07/2024    , merchant_advance, 240456.0  ,           1, 30.1%            ,                 7.03, False
L502324, C114631    , 2024-09-16    , nano_loan       , 22238.0   ,           3, 29.0             ,                 0.45, False
L502325, C114569    , 2024-07-12    , nano_loan       , 12799.0   ,          12, 21.9             ,                 0.5 , False
L502326, C109073    , 2025-05-21    , emergency       , 12806.0   ,           3, 19.5             ,                 0.56, False
L502327, C101172    , 2025-03-09    , merchant_advance, 89990.0   ,           6, 23.0             ,                 4.22, True
L502328, C111048    , 2024-09-30    , nano_loan       , 22109.0   ,           3, 34.0%            ,                 0.4 , False
L502329, C110737    , 2025-03-26    , nano_loan       , 3183.0    ,           3, 22.0             ,                 0.07, False
L502330, C112196    , 2025-02-04    , nano_loan       , 20132.0   ,          12, 33.3             ,                 0.44, False
L502331, C106263    , 2024-12-15    , merchant_advance, 393715.0  ,           3, 25.7             ,                41.88, True
L502332, C114598    , 2025-04-11    , merchant_advance, 203259.0  ,           3, 22.8             ,                 2.32, False
L502333, C102346    , 2025-04-10    , nano_loan       , 11828.0   ,           1, 23.3             ,                 0.28, False
L502334, C105659    , 2024-07-07    , merchant_advance, 334288.0  ,           3, 20.6%            ,                 7.17, False
L502335, C105476    , 2024-08-05    , merchant_advance, 107309.0  ,           3, 31.2             ,                 0.98, False
L502336, C109233    , 2024-08-16    , nano_loan       , 8085.0    ,           1, 21.2%            ,                 0.13, False
L502337, C108555    , 2024-08-16    , device_finance  , 39323.0   ,          12, 32.8             ,                 1.22, False
L502338, C114223    , 20/07/2024    , device_finance  , 50527.0   ,           1, 31.1%            ,                 2.06, False
L502339, C107365    , 2024-11-30    , nano_loan       , 19738.0   ,           6, 24.0             ,                 0.24, False
L502340, C101553    , 2024-08-06    , emergency       , 44135.0   ,           3, 27.0             ,                 0.66, False
L502341, C106409    , 2024-08-21    , device_finance  , 81425.0   ,           6, 31.1             ,                 1.98, False
L502342, C100730    , 2024-09-16    , nano_loan       , 21978.0   ,           3, 24.4%            ,                 0.46, False
L502343, C106026    , 2025-01-11    , nano_loan       , 20563.0   ,           1, 27.3             ,                 0.62, True
L502344, C110405    , 2025-05-01    , nano_loan       , 14813.0   ,           1, 22.1             ,                 0.34, False
L502345, C101630    , 2024-11-07    , nano_loan       , 10215.0   ,           6, 32.5             ,                 0.35, False
L502346, C100728    , 2024-11-01    , emergency       , 42676.0   ,           1, 26.0             ,                 0.65, False
L502347, C108011    , 2025-04-15    , merchant_advance, 225015.0  ,           6, 18.4%            ,                10.87, True
L502348, C109017    , 26/11/2024    , emergency       , 35227.0   ,           1, 29.5             ,                 0.62, False
L502349, C111588    , 2025-04-15    , device_finance  , 50169.0   ,           6, 19.8             ,                 2.71, False
L502350, C104539    , 09/08/2024    , emergency       , 23406.0   ,           3, 31.6             ,                 0.66, False
L502351, C104091    , 2024-11-08    , merchant_advance, 313965.0  ,           1, 32.1             ,                 5.08, True
L502352, C111221    , 2025-04-22    , nano_loan       , 22731.0   ,           1, 31.2             ,                 1.15, True
L502353, C110952    , 2025-03-09    , nano_loan       , 8813.0    ,           6, 28.7             ,                 0.19, False
L502354, C111712    , 2024-08-11    , nano_loan       , 16879.0   ,           1, 34.6%            ,                 0.99, False
L502355, C102446    , 2024-11-27    , merchant_advance, 45575.0   ,           3, 26.0%            ,                 1.24, False
L502356, C101139    , 2025-02-14    , emergency       , 6100.0    ,          12, 19.0             ,                 0.11, False
L502357, C101644    , 2024-08-03    , nano_loan       , 6688.0    ,           1, 18.2             ,                 0.09, False
L502358, C113923    , 2024-12-19    , device_finance  , 32412.0   ,           1, 25.2             ,                 2.27, False
L502359, C102587    , 2025-05-09    , nano_loan       , 17138.0   ,           3, 31.6             ,                 1.13, False
L502360, C114376    , 2024-09-22    , emergency       , 35303.0   ,           3, 28.1%            ,                 0.39, False
L502361, C112781    , 2024-09-16    , device_finance  , 47658.0   ,           3, 27.7             ,                 2.0 , False
L502362, C112560    , 2025-03-06    , nano_loan       , 13924.0   ,           1, 33.8             ,                 0.68, False
L502363, C113155    , 2024-08-07    , device_finance  , 47296.0   ,           3, 18.3%            ,                 2.69, False
L502364, C103189    , 2024-10-21    , nano_loan       , 20179.0   ,           6, 25.5             ,                 0.43, False
L502365, C112761    , 2024-10-25    , device_finance  , 83092.0   ,           3, 33.0             ,                 2.6 , False
L502366, C109925    , 2025-04-13    , merchant_advance, 228586.0  ,           3, 23.1             ,                18.89, True
L502367, C104970    , 2024-09-21    , nano_loan       , 24159.0   ,          12, 28.9             ,                 1.34, True
L502368, C113063    , 2024-11-28    , merchant_advance, 289859.0  ,          12, 32.2%            ,                26.11, True
L502369, C103679    , 23/08/2024    , emergency       , 14395.0   ,           3, 20.8             ,                 0.5 , False
L502370, C106810    , 2024-11-14    , nano_loan       , 16663.0   ,          12, 21.8             ,                 0.51, False
L502371, C104117    , 2025-05-08    , nano_loan       , 6849.0    ,           1, 26.2             ,                 0.56, False
L502372, C100232    , 2025-04-21    , device_finance  , 37508.0   ,           3, 30.2%            ,                 1.31, False
L502373, C112592    , 2024-09-20    , nano_loan       , 16061.0   ,           3, 23.4             ,                 0.34, False
L502374, C106617    , 01/03/2025    , merchant_advance, 47874.0   ,           1, 23.9%            ,                 1.59, False
L502375, C104485    , 2024-12-26    , nano_loan       , 9517.0    ,           6, 25.4%            ,                 0.36, False
L502376, C103984    , 2025-01-25    , merchant_advance, 288147.0  ,           3, 27.3             ,                14.19, False
L502377, C101828    , 2024-09-19    , merchant_advance, 379218.0  ,           1, 22.0             ,                21.07, False
L502378, C106400    , 2024-12-10    , merchant_advance, 133032.0  ,           1, 18.8%            ,                 2.71, False
L502379, C111426    , 2024-11-11    , nano_loan       , 11058.0   ,           3, 28.4             ,                 0.22, False
L502380, C100000    , 2025-02-23    , emergency       , 19805.0   ,           6, 35.2             ,                 0.62, False
L502381, C114640    , 2025-01-31    , nano_loan       , 17998.0   ,          12, 26.8%            ,                 1.0 , False
L502382, C114667    , 2025-05-23    , device_finance  , 25071.0   ,           3, 26.6             ,                 0.8 , False
L502383, C104876    , 24/02/2025    , nano_loan       , 20502.0   ,           6, 34.1             ,                 0.94, False
L502384, C112498    , 2025-04-16    , nano_loan       , 2845.0    ,           3, 30.8             ,                 0.07, False
L502385, C114055    , 2025-05-22    , device_finance  , 102867.0  ,           3, 34.8             ,                 4.49, True
L502386, C108260    , 23/01/2025    , device_finance  , 30056.0   ,           1, 35.6             ,                 0.31, False
L502387, C102793    , 2025-02-14    , nano_loan       , 11527.0   ,           3, 33.4%            ,                 0.18, False
L502388, C114309    , 22/09/2024    , device_finance  , 73349.0   ,           3, 20.1             ,                 1.75, False
L502389, C111482    , 2024-11-14    , nano_loan       , 11439.0   ,           3, 34.9%            ,                 0.25, False
L502390, C112675    , 2024-08-23    , merchant_advance, 186477.0  ,           1, 18.4             ,                12.6 , True
L502391, C107107    , 2024-12-17    , nano_loan       , 5781.0    ,           1, 26.9             ,                 0.29, False
L502392, C110383    , 2025-02-15    , merchant_advance, 209281.0  ,           1, 23.8             ,                 5.52, True
L502393, C106426    , 2024-12-24    , device_finance  , 77618.0   ,           6, 32.6             ,                 1.52, False
L502394, C100002    , 2025-03-16    , merchant_advance, 365164.0  ,           6, 35.5%            ,                 8.91, True
L502395, C112159    , 2024-12-16    , nano_loan       , 9884.0    ,           1, 26.0             ,                 0.42, False
L502396, C105295    , 2025-01-16    , merchant_advance, 310798.0  ,           3, 28.2             ,                22.36, False
L502397, C114486    , 2024-09-27    , merchant_advance, 49682.0   ,           3, 23.5%            ,                 2.51, False
L502398, C109211    , 18/12/2024    , device_finance  , 70795.0   ,           1, 21.2             ,                 1.29, False
L502399, C104735    , 2024-10-16    , emergency       , 13153.0   ,           3, 32.2             ,                 0.55, False
L502400, C110379    , 2025-04-21    , merchant_advance, 305635.0  ,           6, 34.3%            ,                 7.26, False
L502401, C106947    , 29/01/2025    , nano_loan       , 23857.0   ,           1, 31.8             ,                 0.68, True
L502402, C111509    , 2025-02-25    , device_finance  , 87992.0   ,          12, 30.9%            ,                 2.59, False
L502403, C113511    , 2025-03-24    , device_finance  , 28691.0   ,          12, 24.6             ,                 1.05, False
L502404, C109098    , 06/01/2025    , nano_loan       , 22087.0   ,           3, 33.9             ,                 0.59, False
L502405, C101208    , 2025-05-17    , nano_loan       , 24433.0   ,           3, 31.6             ,                 0.84, False
L502406, C106468    , 2024-08-31    , nano_loan       , 9770.0    ,          12, 27.4             ,                 0.84, False
L502407, C106088    , 2024-07-08    , merchant_advance, 248420.0  ,           3, 29.1             ,                13.88, False
L502408, C103989    , 2025-01-26    , merchant_advance, 135863.0  ,          12, 27.8             ,                 9.99, False
L502409, C104609    , 2025-01-09    , merchant_advance, 169739.0  ,           6, 30.1             ,                 3.51, False
L502410, C105812    , 2024-08-29    , nano_loan       , 3050.0    ,           3, 21.5             ,                 0.1 , False
L502411, C108263    , 2024-12-10    , emergency       , 42011.0   ,           1, 30.9%            ,                 0.85, False
L502412, C104918    , 2024-08-21    , emergency       , 10912.0   ,           3, 22.1             ,                 0.61, False
L502413, C102926    , 2025-04-21    , device_finance  , 110612.0  ,           3, 26.2             ,                 7.58, False
L502414, C107463    , 2025-04-08    , device_finance  , 79288.0   ,           6, 23.2             ,                 1.17, False
L502415, C105699    , 2025-03-06    , nano_loan       , 12585.0   ,          12, 34.6%            ,                 0.24, False
L502416, C105632    , 2024-12-02    , emergency       , 24346.0   ,           3, 34.8             ,                 2.12, False
L502417, C102739    , 08/05/2025    , nano_loan       , 24913.0   ,           6, 22.6             ,                 1.95, False
L502418, C110846    , 2024-09-17    , nano_loan       , 21404.0   ,           6, 30.4             ,                 1.75, False
L502419, C113186    , 2025-02-05    , emergency       , 7844.0    ,           1, 22.0             ,                 0.11, False
L502420, C112588    , 2025-01-11    , merchant_advance, 215175.0  ,           1, 18.8             ,                20.11, True
L502421, C110990    , 2025-01-29    , nano_loan       , 14134.0   ,           1, 29.8             ,                 0.56, False
L502422, C100298    , 2025-04-24    , emergency       , 43351.0   ,           3, 35.3             ,                 1.54, False
