customer_id, age , region     , city        , segment_true, onboarding_date, wallet_tenure_months, declared_income_band, avg_monthly_inflow_pkr, dependents, smartphone_user, avg_monthly_txns, complaints_12m, failed_txns_12m, has_savings, savings_balance_pkr, has_insurance, credit_score, churned_12m
C102846    , 36  , islamabad  , Islamabad   , borrower    , 2022-12-01     ,                 30.0, <25k                ,                 8000.0,          2, True           ,             13.9,              0,               1, False      ,                 0.0, False        ,          477, N
C102847    , 22  , Islamabad  , Islamabad   , payroll     , 2024-04-24     ,                 14.0, 25-50k              ,                34600.0,          1, False          ,             11.0,              0,               0, 0          ,                 0.0, N            ,          449, N
C102848    , 34  , AJK-GB     , Muzaffarabad, borrower    , 2023-08-30     ,                 22.0, 25-50k              ,                34700.0,          1, False          ,             15.7,              2,               1, False      ,                 0.0, False        ,          400, N
C102849    , 32  , Islamabad  , Islamabad   , payroll     , 2023-02-02     ,                 29.0, 25-50k              ,                34700.0,          0, Yes            ,             24.0,              2,               0, N          ,                 0.0, False        ,          488, N
C102850    , 32  , Punjab     , Sargodha    , borrower    , 18/05/2024     ,                 12.0, 50-100k             ,                56100.0,          0, True           ,             10.1,              1,               0, N          ,                 0.0, False        ,          444, N
C102851    , 38  , Sindh      , Sukkur      , merchant    , 2019-05-27     ,                 73.0, 50-100k             ,                52500.0,          2, True           ,             48.0,              1,               2, True       ,              1600.0, N            ,          570, N
C102852    , 27  , KP         , Abbottabad  , payroll     , 2023-12-02     ,                 18.0, 25-50k              ,                22100.0,          1, False          ,             20.5,              1,               0, False      ,                 0.0, N            ,          401, N
C102853    , 36  , Punjab     , Lahore      , merchant    , 2023-02-03     ,                 29.0, 50-100k             ,                49600.0,          1, True           ,             49.6,              0,               0, False      ,                 0.0, N            ,          469, N
C102854    , 45  , Sindh      , Hyderabad   , payroll     , 2023-08-30     ,                 22.0, <25k                ,                14300.0,          1, True           ,             11.7,              1,               2, N          ,                 0.0, True         ,          391, N
C102855    , 30  , punjab     , Faisalabad  , saver       , 2024-05-11     ,                 13.0, 25-50k              ,                36900.0,          3, True           ,             10.3,              0,               1, True       ,              5200.0, True         ,          477, N
C102856    , 38  , Punjab     , Lahore      , saver       , 2022-04-01     ,                 39.0, 50-100k             ,               123200.0,          2, Yes            ,              5.6,              0,               1, True       ,              4400.0, False        ,          454, N
C102857    , 46  , Punjab     , Lahore      , merchant    , 2021-01-13     ,                 55.0, 25-50k              ,                35700.0,          1, Yes            ,             33.8,              1,               0, 1          ,             60900.0, 0            ,          504, 
C102858    , 38  , Punjab     , Sargodha    , saver       , 07/10/2023     ,                 21.0, <25k                ,                32600.0,          1, False          ,             11.6,              1,               0, Yes        ,              4500.0, False        ,          460, N
C102859    , 29  , Sindh      , Sukkur      , payroll     , 2024-05-04     ,                 14.0, 50-100k             ,                94200.0,          3, True           ,             21.5,              3,               0, False      ,                 0.0, False        ,          402, Y
C102860    , 18  , PUNJAB     , Faisalabad  , payroll     , 2021-11-07     ,                 44.0, <25k                ,                27300.0,          4, Yes            ,             11.2,              0,               1, False      ,                 0.0, True         ,          526, N
C102861    , 21  , Islamabad  , Islamabad   , payroll     , 2024-03-20     ,                 14.0, 100-250k            ,                81500.0,          1, True           ,             20.5,              0,               2, N          ,                 0.0, N            ,          503, N
C102862    , 37  , Punjab     , Faisalabad  , payroll     , 2022-05-16     ,                     , 25-50k              ,                34500.0,          2, True           ,             12.8,              0,               1, False      ,                 0.0, False        ,          481, N
C102863    , 31  , Punjab     , Faisalabad  , payroll     , 05/09/2022     ,                 34.0, <25k                ,                17100.0,          6, Yes            ,             32.7,              1,               2, False      ,                 0.0, False        ,          452, N
C102864    , 33  , Balochistan, Quetta      , payroll     , "Apr 24, 2023" ,                 26.0, 25-50k              ,                42200.0,          3, False          ,             14.5,              0,               1, Yes        ,             15300.0, N            ,          467, N
C102865    , 64  , Sindh      , Karachi     , merchant    , 2024-05-26     ,                 13.0, <25k                ,                19900.0,          4, True           ,             22.1,              0,               3, 0          ,                 0.0, False        ,          435, N
C102866    , 39  , Punjab     , Rawalpindi  , borrower    , 2021-03-31     ,                 51.0, <25k                ,                25200.0,          1, True           ,              5.0,              0,               1, Yes        ,              2900.0, N            ,          575, N
C102867    , 29  , punjab     , Faisalabad  , borrower    , "Jul 16, 2023" ,                 24.0, <25k                ,                25100.0,          0, True           ,              7.3,              0,               2, 0          ,                 0.0, True         ,          453, N
C102868    , 47  , sindh      , Karachi     , saver       , 2023-01-01     ,                 30.0, 50-100k             ,                72700.0,          0, True           ,              6.2,              1,               1, True       ,             20200.0, 0            ,          474, N
C102869    , 46  , Punjab     , Faisalabad  , borrower    , 2023-07-16     ,                 24.0, <25k                ,                22400.0,          2, Yes            ,             11.7,              0,               1, N          ,                 0.0, False        ,          471, N
C102870    , 34  , Punjab     , Sargodha    , payroll     , 2022-12-17     ,                 30.0, <25k                ,                13100.0,          1, Yes            ,              9.9,              0,               1, N          ,                 0.0, 0            ,          473, N
C102871    , 38  , Sindh      , Karachi     , payroll     , 2018-11-03     ,                 80.0, <25k                ,                13900.0,          2, True           ,             18.5,              1,               1, False      ,                 0.0, True         ,          577, N
C102872    , 36  , SINDH      , Karachi     , saver       , 2024-03-19     ,                 14.0, 50-100k             ,                63600.0,          0, Yes            ,             10.9,              0,               1, Yes        ,              4900.0, False        ,          530, Y
C102873    , 32  , punjab     , Rawalpindi  , merchant    , 27/12/2023     ,                 18.0, 25-50k              ,                44800.0,          5, True           ,             87.7,              0,               0, False      ,                 0.0, N            ,          488, N
C102874    , 25  , Sindh      , Karachi     , payroll     , 2024-01-19     ,                 17.0, 25-50k              ,                29200.0,          0, False          ,             10.0,              1,               2, False      ,                 0.0, N            ,          377, Y
C102875    , 44  , Sindh      , Karachi     , payroll     , 21/05/2024     ,                 13.0, 25-50k              ,                51800.0,          1, Yes            ,             15.7,              0,               2, 0          ,                 0.0, False        ,          462, N
C102876    , 42  , Punjab     , Sargodha    , payroll     , 2022-03-11     ,                 40.0, 25k-50k             ,                32100.0,          0, True           ,             15.3,              2,               0, False      ,                 0.0, False        ,          510, N
C102877    , 26  , Punjab     , Lahore      , merchant    , 26/03/2023     ,                 27.0, 25-50k              ,                27900.0,          0, True           ,             25.1,              1,               4, N          ,                 0.0, N            ,          451, N
C102878    , 37  , Punjab     , Multan      , payroll     , 2022-08-05     ,                 35.0, 25k-50k             ,                20100.0,          1, False          ,             17.2,              0,               1, False      ,                 0.0, True         ,          512, N
C102879    , 27  , islamabad  , Islamabad   , merchant    , 07/02/2023     ,                 29.0, 50-100k             ,                47500.0,          3, True           ,             39.4,              1,               0, False      ,                 0.0, False        ,          476, N
C102880    , 23  , Punjab     , Rawalpindi  , payroll     , 2023-10-28     ,                 20.0, <25k                ,                16200.0,          1, Yes            ,             15.3,              1,               1, True       ,             14800.0, N            ,          444, N
C102881    , 38  , punjab     , Lahore      , borrower    , 2021-09-05     ,                 46.0, 25-50k              ,                45300.0,          2, True           ,             16.8,              1,               0, False      ,                 0.0, False        ,          511, N
C102882    , 33  , Punjab     , Multan      , saver       , 2024-05-03     ,                 14.0, 25-50k              ,                40700.0,          2, True           ,              5.9,              0,               1, True       ,              1800.0, Yes          ,          434, N
C102883    , 33  , KP         , Mardan      , payroll     , "Apr 23, 2022" ,                 10.0, <25k                ,                10000.0,          2, True           ,              8.3,              1,               0, N          ,                 0.0, N            ,          453, N
C102884    , 35  , Balochistan, Gwadar      , payroll     , 2022-11-05     ,                 31.0, 50-100k             ,                45700.0,          1, False          ,             14.9,              0,               1, False      ,                 0.0, 0            ,          476, N
C102885    , 38  , Punjab     , Lahore      , saver       , 2023-06-05     ,                 24.0, 50-100k             ,                42500.0,          1, True           ,              7.3,              1,               3, True       ,             16900.0, False        ,          461, N
C102886    , 39  , ISLAMABAD  , Islamabad   , saver       , 06/01/2022     ,                 42.0, <25k                ,                18400.0,          0, True           ,             10.3,              1,               2, 1          ,              7100.0, False        ,          465, N
C102887    , 26  , KP         , Peshawar    , borrower    , 2023-12-08     ,                 18.0, <25k                ,                16000.0,          2, 0              ,              8.9,              1,               3, False      ,                 0.0, False        ,          437, N
C102888    , 34  , Punjab     , Sargodha    , payroll     , 05/10/2023     ,                 21.0, <25k                ,                16200.0,          1, False          ,             18.1,              1,               1, False      ,                 0.0, False        ,          440, N
C102889    , 39  , Islamabad  , Islamabad   , saver       , 2022-01-31     ,                 41.0, 25-50k              ,                26900.0,          1, True           ,             12.1,              2,               1, Yes        ,             10700.0, N            ,          484, N
C102890    , 22  , Punjab     , Sargodha    , borrower    , 2023-02-23     ,                 28.0, 25-50k              ,                44100.0,          3, True           ,             10.5,              1,               0, False      ,                 0.0, False        ,          500, N
C102891    , 35  , kp         , Abbottabad  , merchant    , 2024-05-10     ,                 13.0, 25-50k              ,                31200.0,          1, True           ,             21.8,              0,               1, N          ,                 0.0, N            ,          410, N
C102892    , 22  , Punjab     , Faisalabad  , payroll     , "Nov 16, 2022" ,                     ,                     ,                24000.0,          0, Yes            ,             11.3,              1,               1, False      ,                 0.0, False        ,          466, N
C102893    , -999, sindh      , Karachi     , payroll     , 2023-07-30     ,                 22.0, <25k                ,                20200.0,          2, True           ,             22.7,              1,               2, 0          ,                 0.0, True         ,          458, Y
C102894    , 40  , Sindh      , Sukkur      , payroll     , 2022-07-11     ,                 36.0, <25k                ,                22300.0,          0, 0              ,             10.8,              0,               1, 1          ,             15500.0, False        ,          455, N
C102895    , 36  , Islamabad  , Islamabad   , merchant    , "Oct 10, 2022" ,                 32.0,                     ,                37500.0,          1, Yes            ,             37.9,              1,               1, 0          ,                 0.0, False        ,          499, N
C102896    , 33  , balochistan, Quetta      , saver       , 2023-09-05     ,                 22.0, <25k                ,                17400.0,          1, N              ,              7.1,              0,               0, True       ,              3600.0, True         ,          423, N
C102897    , 34  , Sindh      , Hyderabad   , payroll     , 29/01/2022     ,                     , <25k                ,                22900.0,          1, Yes            ,             23.4,              0,               1, N          ,                 0.0, False        ,          520, N
C102898    , 24  , Punjab     , Rawalpindi  , saver       , 2022-04-30     ,                 38.0, 25-50k              ,                29100.0,          2, True           ,              8.1,              1,               3, True       ,             16500.0, True         ,          504, N
C102899    , 43  , Sindh      , Hyderabad   , payroll     , 2021-06-23     ,                 49.0, <25k                ,                 8000.0,          2, Yes            ,              9.4,              0,               2, 0          ,                 0.0, False        ,          543, N
C102900    , 23  , Punjab     , Multan      , payroll     , "Jun 17, 2023" ,                 24.0, <25k                ,                 9000.0,          2, Yes            ,             12.4,              1,               0, N          ,                 0.0, False        ,          495, N
C102901    , 18  , AJK-GB     , Muzaffarabad, merchant    , 19/04/2018     ,                 87.0, 25-50k              ,                29300.0,          2, Yes            ,             36.5,              0,               1, N          ,                 0.0, 0            ,          516, N
C102902    , 29  , kp         , Abbottabad  , payroll     , 2023-03-16     ,                 27.0, 50-100k             ,                49800.0,          5, True           ,             10.8,              0,               1, False      ,                 0.0, False        ,          545, N
C102903    , 25  , Punjab     , Multan      , payroll     , 2023-12-17     ,                 18.0, 100-250k            ,               103600.0,          2, 1              ,             15.9,              1,               1, 0          ,                 0.0, Yes          ,          484, N
C102904    , 37  , punjab     , Sargodha    , borrower    , 2022-06-17     ,                 36.0, 25-50k              ,                29300.0,          2, 0              ,             21.0,              0,               0, N          ,                 0.0, N            ,          527, N
C102905    , 30  , KP         , Peshawar    , borrower    , "Feb 15, 2024" ,                 16.0, 50-100k             ,                46200.0,          2, Yes            ,             13.6,              0,               1, N          ,                 0.0, N            ,          499, N
C102906    , 23  , Punjab     , Sargodha    , borrower    , 18/05/2024     ,                 12.0, 25-50k              ,                41000.0,          1, True           ,             16.4,              2,               3, Yes        ,             26100.0, N            ,          398, N
C102907    , 23  , Balochistan, Quetta      , payroll     , "Apr 23, 2022" ,                 20.0, 25-50k              ,                44400.0,          1, 0              ,              9.0,              0,               1, False      ,                 0.0, 0            ,          469, N
C102908    , 22  , KP         , Mardan      , merchant    , 2023-06-02     ,                 24.0, 50-100k             ,                69200.0,          2, Yes            ,             37.3,              0,               1, 1          ,              5600.0, True         ,          513, N
C102909    , 18  , Sindh      , Hyderabad   , borrower    , 2022-05-07     ,                 38.0, <25k                ,                23700.0,          0, 1              ,              7.8,              1,               1, False      ,                 0.0, False        ,          522, N
C102910    , 32  , kp         , Abbottabad  , payroll     , "Apr 23, 2022" ,                 32.0, 25-50k              ,                38100.0,          3, True           ,             10.9,              0,               1, False      ,                 0.0, True         ,          527, N
C102911    , 47  , Punjab     , Sargodha    , merchant    , 2024-05-13     ,                 13.0, 25-50k              ,                51800.0,          2, N              ,             51.7,              0,               1, Yes        ,              2200.0, False        ,          384, N
C102912    , 24  , Punjab     , Sargodha    , merchant    , 2023-04-29     ,                 26.0, 25-50k              ,                36800.0,          0, True           ,             48.2,              2,               1, Yes        ,              3100.0, 0            ,          442, N
C102913    , 25  , Punjab     , Rawalpindi  , saver       , 2022-02-12     ,                 41.0, 25k-50k             ,                35200.0,          3, 1              ,             14.7,              1,               0, True       ,              2100.0, False        ,          505, N
C102914    , 30  , Punjab     , Multan      , payroll     , 2024-05-15     ,                 13.0,                     ,                11900.0,          2, True           ,             14.2,              1,               1, N          ,                 0.0, True         ,          401, N
C102915    , 30  , Punjab     , Multan      , payroll     , 2024-04-12     ,                 14.0, <25k                ,                22600.0,          3, False          ,             20.0,              0,               0, True       ,             18100.0, False        ,          426, N
C102916    , 32  , Sindh      , Hyderabad   , borrower    , 2023-02-17     ,                 27.0, 50-100k             ,                70000.0,          1, True           ,             11.3,              3,               1, N          ,                 0.0, 0            ,          417, Y
C102917    , 44  , Balochistan, Gwadar      , payroll     , 2022-06-10     ,                 37.0, 50-100k             ,                75300.0,          1, True           ,              6.8,              0,               5, False      ,                 0.0, 0            ,          494, N
C102918    , 31  , Punjab     , Sargodha    , borrower    , 2023-12-01     ,                 19.0, 25-50k              ,                21800.0,          1, True           ,              9.8,              0,               1, Yes        ,             34000.0, 0            ,          445, N
C102919    , 32  , Sindh      , Sukkur      , saver       , 19/05/2024     ,                 12.0, 25-50k              ,                38100.0,          1, 1              ,              7.7,              2,               0, 1          ,              2300.0, False        ,          450, N
C102920    , 32  , AJK-GB     , Gilgit      , borrower    , 07/05/2023     ,                 25.0,                     ,                52700.0,          3, True           ,              7.7,              0,               0, False      ,                 0.0, N            ,          485, N
C102921    , 22  , Balochistan, Quetta      , saver       , "May 08, 2024" ,                     , 25-50k              ,                33100.0,          1, False          ,             11.6,              0,               0, True       ,             16300.0, N            ,          372, N
C102922    , 23  , Islamabad  , Islamabad   , merchant    , 2022-08-14     ,                 35.0, <25k                ,                14700.0,          0, True           ,             49.1,              1,               0, 0          ,                 0.0, False        ,          477, N
C102923    , 18  , KP         , Peshawar    , borrower    , 2023-09-14     ,                 21.0, 25-50k              ,                57100.0,          0, N              ,             11.1,              0,               1, False      ,                 0.0, False        ,          416, N
C102924    , 26  , Sindh      , Karachi     , saver       , 27/11/2023     ,                 19.0,                     ,                23300.0,          0, True           ,             10.0,              0,               1, Yes        ,            217100.0, 1            ,          477, N
C102925    , 25  , Sindh      , Karachi     , saver       , 2021-11-26     ,                 43.0, 25-50k              ,                29300.0,          2, False          ,              8.5,              0,               4, True       ,              5200.0, 0            ,          505, N
C102926    , 31  , sindh      , Sukkur      , borrower    , 2021-03-22     ,                 51.0, <25k                ,                14600.0,          2, 1              ,             12.1,              2,               2, Yes        ,             13500.0, False        ,          506, N
C102927    , 41  , Sindh      , Sukkur      , payroll     , 2023-11-02     ,                     , <25k                ,                17500.0,          2, 1              ,             19.3,              1,               1, False      ,                 0.0, False        ,          474, N
C102928    , 18  , punjab     , Multan      , saver       , 2021-01-27     ,                 53.0, 25-50k              ,                45600.0,          2, False          ,             10.9,              0,               1, Yes        ,             11000.0, 0            ,          495, N
C102929    , 39  , Punjab     , Lahore      , saver       , 2023-11-20     ,                 19.0, <25k                ,                11800.0,          3, 1              ,             16.8,              0,               2, True       ,              7300.0, True         ,          492, N
C102930    , 48  , Punjab     , Sargodha    , payroll     , "Jul 25, 2022" ,                 35.0, <25k                ,                13900.0,          2, True           ,             18.9,              0,               1, False      ,                 0.0, N            ,          428, N
C102931    , 32  , Punjab     , Multan      , payroll     , 19/08/2022     ,                 33.0, <25k                ,                21700.0,          1, True           ,             11.6,              0,               1, 0          ,                 0.0, False        ,          506, N
C102932    , 33  , KP         , Abbottabad  , saver       , 2022-11-30     ,                     , <25k                ,                28900.0,          2, True           ,             14.9,              0,               0, Yes        ,              7100.0, False        ,          466, N
C102933    , 47  , Sindh      , Sukkur      , borrower    , 2023-07-29     ,                 22.0,                     ,                48000.0,          1, Yes            ,             12.4,              0,               0, N          ,                 0.0, False        ,          531, N
C102934    , 39  , Punjab     , Rawalpindi  , saver       , 2023-07-23     ,                 23.0, 50-100k             ,                47600.0,          1, True           ,              7.5,              0,               0, True       ,             18400.0, False        ,          430, N
C102935    , 36  , Balochistan, Quetta      , saver       , 2023-09-25     ,                 21.0,                     ,                41900.0,          2, False          ,              9.1,              3,               1, Yes        ,              6700.0, Yes          ,          379, Y
C102936    , 25  , PUNJAB     , Sargodha    , payroll     , 2023-01-09     ,                 30.0, <25k                ,                17200.0,          3, True           ,              9.7,              0,               0, Yes        ,             24900.0, False        ,          521, N
C102937    , 28  , Islamabad  , Islamabad   , borrower    , 2023-10-05     ,                 21.0, <25k                ,                18300.0,          1, True           ,             19.3,              0,               1, False      ,                 0.0, N            ,          456, N
C102938    , 39  , sindh      , Sukkur      , borrower    , 2024-05-17     ,                 12.0, <25k                ,                21700.0,          2, True           ,              6.1,              0,               2, False      ,                 0.0, False        ,          446, N
C102939    , 41  , Sindh      , Hyderabad   , borrower    , 2024-05-13     ,                 13.0, 25-50k              ,                30300.0,          3, True           ,             11.0,              1,               0, False      ,                 0.0, N            ,          426, Y
C102940    , 34  , PUNJAB     , Rawalpindi  , merchant    , 2020-03-10     ,                 64.0, 25-50k              ,                58200.0,          1, True           ,             53.2,              0,               1, 0          ,                 0.0, N            ,          581, N
C102941    , 45  , Balochistan, Quetta      , payroll     , 2022-06-17     ,                 36.0, <25k                ,                21200.0,          1, True           ,             20.3,              0,               1, False      ,                 0.0, N            ,          510, N
C102942    , 47  , Punjab     , Sargodha    , merchant    , "May 15, 2024" ,                 13.0, 50-100k             ,                52200.0,          0, 1              ,             85.6,              1,               0, True       ,              1300.0, N            ,          472, N
C102943    , 18  , Punjab     , Lahore      , borrower    , 2024-01-13     ,                 18.0, <25k                ,                16900.0,          4, True           ,             15.7,              0,               0, N          ,                 0.0, N            ,          454, N
C102944    , 30  , Sindh      , Sukkur      , saver       , 2024-05-08     ,                 13.0, 50-100k             ,                53800.0,          0, Yes            ,              8.9,              0,               1, True       ,             42400.0, Yes          ,          472, N
C102945    , 28  , Punjab     , Rawalpindi  , payroll     , 2019-08-09     ,                 72.0,                     ,                57300.0,          0, Yes            ,             18.0,              0,               1, False      ,                 0.0, N            ,          581, N
C102946    , 36  , Punjab     , Lahore      , borrower    , 2022-10-13     ,                 33.0, <25k                ,                16000.0,          2, True           ,             10.9,              1,               0, Yes        ,              3300.0, Yes          ,          475, N
C102947    , 56  , Sindh      , Hyderabad   , saver       , 2021-07-06     ,                 48.0, <25k                ,                13200.0,          1, True           ,              8.2,              2,               1, Yes        ,              5400.0, N            ,          482, N
C102948    , 25  , Punjab     , Faisalabad  , saver       , 19/09/2023     ,                     , 25-50k              ,                41100.0,          2, False          ,             11.2,              0,               1, True       ,              1800.0, Yes          ,          448, N
C102949    , 26  , AJK-GB     , Muzaffarabad, payroll     , "Apr 23, 2022" ,                 72.0, 25-50k              ,                45800.0,          1, 1              ,             13.9,              0,               5, Yes        ,             19100.0, False        ,          537, N
C102950    , 39  , KP         , Abbottabad  , saver       , "Apr 27, 2024" ,                 14.0, 25k-50k             ,                35900.0,          0, Yes            ,              8.4,              2,               0, True       ,              9600.0, Yes          ,          441, N
C102951    , 24  , PUNJAB     , Faisalabad  , saver       , 2024-05-25     ,                 13.0, 50-100k             ,                56300.0,          2, 1              ,             13.6,              0,               1, True       ,             34900.0, False        ,          432, N
C102952    , 30  , KP         , Mardan      , payroll     , 2019-04-12     ,                 75.0, 25-50k              ,                35400.0,          1, True           ,              7.2,              0,               1, 0          ,                 0.0, False        ,          526, N
C102953    , 43  , Sindh      , Karachi     , payroll     , 2024-01-17     ,                 17.0, 50-100k             ,                46900.0,          1, Yes            ,             12.4,              0,               2, 1          ,              1700.0, N            ,          426, N
C102954    , 46  , KP         , Peshawar    , borrower    , 2024-05-15     ,                 13.0, <25k                ,                22800.0,          0, True           ,             11.9,              0,               1, True       ,              6100.0, False        ,          453, N
C102955    , 48  , KP         , Abbottabad  , merchant    , 26/07/2022     ,                 35.0, 50-100k             ,                69200.0,          1, 1              ,             56.2,              0,               0, N          ,                 0.0, N            ,          520, N
C102956    , 43  , ajk-gb     , Gilgit      , saver       , 2022-06-25     ,                 35.0, 25-50k              ,                25000.0,          1, 1              ,              6.9,              0,               1, Yes        ,              6800.0, False        ,          503, N
C102957    , 31  , Punjab     , Lahore      , saver       , 20/07/2021     ,                 47.0, 25-50k              ,                34100.0,          0, True           ,              6.5,              0,               3, True       ,              6900.0, N            ,          503, N
C102958    , 32  , AJK-GB     , Muzaffarabad, merchant    , 2020-11-13     ,                 56.0, 100-250k            ,               103500.0,          1, 0              ,             48.8,              0,               1, False      ,                 0.0, False        ,          567, N
C102959    , 44  , Sindh      , Karachi     , merchant    , 2023-11-22     ,                 19.0, 25-50k              ,                25100.0,          1, True           ,             30.6,              1,               0, N          ,                 0.0, N            ,          468, N
C102960    , 29  , punjab     , Faisalabad  , saver       , 2024-02-21     ,                 15.0, 25-50k              ,                39800.0,          0, Yes            ,             11.8,              1,               1, True       ,              8300.0, False        ,          457, N
C102961    , 39  , Punjab     , Rawalpindi  , merchant    , 2024-05-12     ,                     , <25k                ,                33000.0,          2, True           ,             31.1,              1,               1, True       ,             14700.0, N            ,          430, N
C102962    , 28  , Punjab     , Lahore      , saver       , 2023-05-30     ,                 25.0, 25-50k              ,                47400.0,          1, True           ,              6.9,              0,               0, True       ,             25300.0, N            ,          482, N
C102963    , 42  , Islamabad  , Islamabad   , payroll     , 06/08/2017     ,                 96.0, 50-100k             ,                48000.0,          3, True           ,             25.8,              1,               1, False      ,                 0.0, False        ,          578, N
C102964    , 40  , Sindh      , Hyderabad   , saver       , 2022-12-08     ,                 31.0, <25k                ,                22200.0,          1, Yes            ,              6.7,              0,               0, Yes        ,             61600.0, True         ,          463, N
C102965    , 21  , Punjab     , Multan      , saver       , 2021-02-18     ,                 52.0, 50-100k             ,                62600.0,          1, True           ,              8.5,              0,               1, Yes        ,             13700.0, N            ,          503, N
C102966    , 29  , kp         , Mardan      , borrower    , 2023-07-17     ,                 23.0, <25k                ,                26000.0,          1, Yes            ,             13.8,              1,               0, True       ,             26700.0, N            ,          483, N
C102967    , 29  , Sindh      , Sukkur      , merchant    , "Apr 23, 2022" ,                     , 50-100k             ,                64500.0,          1, Yes            ,             94.8,              0,               1, False      ,                 0.0, False        ,          470, N
C102968    , 40  , Balochistan, Gwadar      , borrower    , 2022-04-15     ,                 39.0, <25k                ,                20300.0,          1, True           ,             19.2,              0,               2, 0          ,                 0.0, False        ,          480, N
C102969    , 30  , Punjab     , Faisalabad  , payroll     , 07/06/2022     ,                 37.0, 25-50k              ,                43700.0,          2, True           ,             20.5,              0,               2, True       ,             17800.0, False        ,          514, N
C102970    , 18  , islamabad  , Islamabad   , payroll     , 2024-03-09     ,                 16.0, <25k                ,                22400.0,          4, Yes            ,             21.8,              1,               0, False      ,                 0.0, True         ,          456, N
C102971    , 32  , Islamabad  , Islamabad   , borrower    , 2023-10-26     ,                 20.0,                     ,                22100.0,          3, True           ,             13.9,              1,               2, False      ,                 0.0, True         ,          496, N
C102972    , 35  , punjab     , Multan      , payroll     , 2024-04-18     ,                 13.0, <25k                ,                29100.0,          0, True           ,             15.4,              0,               0, N          ,                 0.0, False        ,          414, N
C102973    , 22  , sindh      , Karachi     , payroll     , 2023-05-25     ,                 25.0, 50-100k             ,                52300.0,          5, True           ,             14.8,              2,               0, False      ,                 0.0, N            ,          509, N
C102974    , 45  , Punjab     , Faisalabad  , payroll     , 2023-11-09     ,                 19.0, <25k                ,                19300.0,          1, Yes            ,             11.0,              0,               1, False      ,                 0.0, N            ,          416, N
C102975    , 43  , Sindh      , Sukkur      , payroll     , "May 15, 2024" ,                 13.0, 50-100k             ,                77400.0,          1, Yes            ,              8.8,              0,               1, N          ,                 0.0, N            ,          505, N
C102976    , 20  , punjab     , Faisalabad  , payroll     , 2021-10-23     ,                 44.0, <25k                ,                23800.0,          0, True           ,             15.0,              0,               1, False      ,                 0.0, False        ,          491, N
C102977    , 33  , Islamabad  , Islamabad   , merchant    , 2023-08-01     ,                 23.0,                     ,                76600.0,          4, False          ,             44.5,              0,               2, False      ,                 0.0, False        ,          481, N
C102978    , 18  , punjab     , Multan      , payroll     , 2023-11-04     ,                 20.0, <25k                ,                17000.0,          2, 1              ,             26.7,              2,               1, N          ,                 0.0, Yes          ,          379, N
C102979    , 25  , KP         , Abbottabad  , borrower    , 2023-12-27     ,                 18.0,                     ,                25600.0,          2, True           ,              7.7,              0,               2, False      ,                 0.0, False        ,          458, N
C102980    , 21  , sindh      , Sukkur      , payroll     , 06/09/2023     ,                     , 50-100k             ,                54300.0,          4, 1              ,             12.1,              1,               2, 0          ,                 0.0, False        ,          503, N
C102981    , 31  , Punjab     , Faisalabad  , payroll     , 2023-03-18     ,                 26.0, 25-50k              ,                51300.0,          2, False          ,             12.5,              0,               4, True       ,              6600.0, False        ,          430, N
C102982    , 34  , Punjab     , Sargodha    , payroll     , 2023-10-26     ,                 20.0, 25-50k              ,                29200.0,          2, Yes            ,             11.6,              2,               1, Yes        ,              8500.0, False        ,          413, N
C102983    , 34  , Islamabad  , Islamabad   , merchant    , 2021-08-03     ,                 47.0, 25-50k              ,                28400.0,          4, False          ,             69.7,              1,               1, 0          ,                 0.0, False        ,          515, N
C102984    , 28  , Punjab     , Sargodha    , payroll     , 25/11/2023     ,                 19.0, <25k                ,                14300.0,          2, True           ,             14.0,              0,               0, False      ,                 0.0, False        ,          445, N
C102985    , 28  , punjab     , Faisalabad  , merchant    , 2023-01-31     ,                 29.0, 25-50k              ,                22400.0,          2, True           ,             78.7,              0,               3, Yes        ,             19900.0, Yes          ,          513, N
C102986    , 37  , punjab     , Rawalpindi  , payroll     , 2024-05-17     ,                 12.0, <25k                ,                13700.0,          3, False          ,             14.5,              1,               1, True       ,              7000.0, False        ,          406, N
C102987    , 28  , Sindh      , Sukkur      , saver       , 2023-04-25     ,                 26.0, 100-250k            ,               144200.0,          4, True           ,              5.7,              0,               2, True       ,              4900.0, 0            ,          512, N
C102988    , 46  , Punjab     , Rawalpindi  , merchant    , "Jan 15, 2024" ,                 18.0, 100-250k            ,               194500.0,          1, True           ,             26.6,              0,               1, True       ,             13500.0, N            ,          450, N
C102989    , 32  , Punjab     , Lahore      , merchant    , 2023-02-22     ,                 28.0, 50-100k             ,                50700.0,          3, Yes            ,             51.9,              1,               1, N          ,                 0.0, False        ,          502, N
C102990    , 31  , sindh      , Sukkur      , borrower    , 2024-02-27     ,                 15.0, <25k                ,                10000.0,          1, 0              ,             19.0,              0,               0, 1          ,              3900.0, False        ,          406, N
C102991    , 38  , KP         , Peshawar    , payroll     , 04/08/2022     ,                 35.0, 50-100k             ,                46600.0,          2, Yes            ,             29.0,              0,               2, N          ,                 0.0, N            ,          512, N
C102992    , 30  , KP         , Peshawar    , merchant    , 2023-09-23     ,                 21.0, 50-100k             ,                60600.0,          2, 1              ,             61.5,              2,               0, True       ,              5600.0, 0            ,          446, N
