customer_id, month   , txn_count, txn_value_pkr
C111299    , 2024-08 , 3        ,        4320.0
C111300    , 2024-08 , 5        ,        5040.0
C111301    , 2024-08 , 18       ,       23000.0
C111302    , 2024-08 , 0        ,           0.0
C111303    , 2024-08 , 10       ,       28320.0
C111304    , 2024-08 , 1        ,        1500.0
C111305    , 2024-08 , 4        ,        6510.0
C111306    , 2024-08 , 5        ,        4470.0
C111307    , 2024-08 , 5        ,        9240.0
C111308    , 2024-08 , 17       ,      116960.0
C111309    , 2024-08 , 0        ,           0.0
C111310    , 2024-08 , 8        ,       21190.0
C111311    , 2024-08 , 4        ,        3980.0
C111312    , 2024-08 , 3        ,        3240.0
C111313    , 2024-08 , 5        ,       12870.0
C111314    , 2024-08 , 6        ,        9130.0
C111315    , 2024-08 , 10       ,       27220.0
C111316    , 2024-08 , 12       ,       17200.0
C111317    , 2024-08 , 3        ,        2700.0
C111318    , 2024-08 , 13       ,       35180.0
C111319    , 2024-08 , 0        ,           0.0
C111320    , 2024-08 , 11       ,       18160.0
C111321    , 2024-08 , 9        ,       12480.0
C111322    , 2024-08 , 3        ,        4400.0
C111323    , 2024-08 , 3        ,        3260.0
C111324    , 2024-08 , 3        ,        5400.0
C111325    , 2024-08 , 6        ,       18450.0
C111326    , 2024-08 , 3        ,        3450.0
C111327    , 2024-08 , 2        ,        3380.0
C111328    , 2024-08 , 9        ,       12380.0
C111329    , 2024-08 , 2        ,        2190.0
C111330    , 2024-08 , 6        ,       14010.0
C111331    , 2024-08 , 6        ,       14560.0
C111332    , 2024-08 , 9        ,       52980.0
C111333    , 2024-08 , 3        ,        7720.0
C111334    , 2024-08 , 4        ,        6800.0
C111335    , 2024-08 , 0        ,           0.0
C111336    , 2024-08 , 1        ,        1740.0
C111337    , 2024-08 , 1        ,        2000.0
C111338    , 2024-08 , 7        ,       28320.0
C111339    , 2024-08 , 7        ,       29480.0
C111340    , 2024-08 , 10       ,       33970.0
C111341    , 2024-08 , 14       ,       28810.0
C111342    , 2024-08 , 2        ,        4690.0
C111343    , 2024-08 , 4        ,        8750.0
C111344    , 2024-08 , 4        ,        5030.0
C111345    , 2024-08 , 1        ,        3980.0
C111346    , 2024-08 , 6        ,        5920.0
C111347    , 2024-08 , 7        ,        7280.0
C111348    , 2024-08 , 6        ,       17580.0
C111349    , 2024-08 , 4        ,       12980.0
C111350    , 2024-08 , 11       ,       25990.0
C111351    , 2024-08 , 2        ,        2920.0
C111352    , 2024-08 , 15       ,       54520.0
C111353    , 2024-08 , 4        ,       10620.0
C111355    , 2024-08 , 14       ,       30090.0
C111356    , 2024-08 , 3        ,        7380.0
C111357    , 2024-08 , 1        ,         570.0
C111358    , 2024-08 , 2        ,        4310.0
C111359    , 2024-08 , 10       ,        6570.0
C111360    , 2024-08 , 32       ,       65130.0
C111361    , 2024-08 , 5        ,       22580.0
C111362    , 2024-08 , 26       ,       34880.0
C111363    , 2024-08 , 7        ,        8780.0
C111364    , 2024-08 , 4        ,        7780.0
C111365    , 2024-08 , 29       ,      113930.0
C111366    , 2024-08 , 8        ,       25290.0
C111367    , 2024-08 , 11       ,       22880.0
C111368    , 2024-08 , 9        ,       24650.0
C111369    , 2024-08 , 3        ,        5170.0
C111370    , 2024-08 , 7        ,       12630.0
C111371    , 2024-08 , 14       ,       18480.0
C111372    , 2024-08 , 24       ,       38080.0
C111373    , 2024-08 , 4        ,       15620.0
C111374    , 2024-08 , 3        ,        2790.0
C111375    , 2024-08 , 1        ,        1680.0
C111376    , 2024-08 , 6        ,        6810.0
C111377    , 2024-08 , 2        ,        4030.0
C111378    , 2024-08 , 12       ,       33280.0
C111379    , 2024-08 , 2        ,        8570.0
C111380    , 2024-08 , 9        ,       17270.0
C111381    , 2024-08 , 2        ,        1820.0
C111382    , 2024-08 , 0        ,           0.0
C111383    , 2024-08 , 5        ,       16270.0
C111384    , 2024-08 , 16       ,       60460.0
C111385    , 2024-08 , 26       ,       38040.0
C111386    , 2024-08 , 3        ,        9120.0
C111387    , 2024-08 , 4        ,        7160.0
C111388    , 2024-08 , 2        ,        5230.0
C111389    , 2024-08 , 4        ,        6620.0
C111390    , 2024-08 , 13       ,       49010.0
C111391    , 2024-08 , 1        ,        1460.0
C111392    , 2024-08 , 5        ,       11850.0
C111393    , 2024-08 , 1        ,        1740.0
C111394    , 2024-08 , 6        ,        4400.0
C111395    , 2024-08 , 11       ,       19690.0
C111396    , 2024-08 , 5        ,        7430.0
C111397    , 2024-08 , 4        ,       31580.0
C111398    , 2024-08 , 21       ,       30430.0
C111399    , 2024-08 , 10       ,       19280.0
C111400    , 2024-08 , 3        ,        6620.0
C111401    , 2024-08 , 1        ,         920.0
C111402    , 2024-08 , 4        ,       30400.0
C111403    , 2024-08 , 11       ,       41810.0
C111404    , 2024-08 , 4        ,        7040.0
C111405    , 2024-08 , 3        ,        7710.0
C111406    , 2024-08 , 7        ,        9060.0
C111407    , 2024-08 , 7        ,       23900.0
C111408    , 2024-08 , 3        ,        5600.0
C111409    , 2024-08 , 7        ,       16250.0
C111410    , 2024-08 , 2        ,        3390.0
C111411    , 2024-08 , 4        ,        9370.0
C111412    , 2024-08 , 5        ,        9410.0
C111413    , 2024-08 , 22       ,       38430.0
C111414    , 2024-08 , 1        ,        1810.0
C111415    , 2024-08 , 7        ,       12710.0
C111416    , 2024-08 , 17       ,       27250.0
C111417    , 2024-08 , 4        ,        3960.0
C111418    , 2024-08 , 1        ,        4540.0
C111419    , 2024-08 , 1        ,        1200.0
C111420    , 2024-08 , 5        ,       11680.0
C111421    , 2024-08 , 2        ,        4710.0
C111422    , 2024-08 , 4        ,        5470.0
C111423    , 2024-08 , 3        ,       10520.0
C111424    , 2024-08 , 5        ,       14680.0
C111425    , 2024-08 , 16       ,       42610.0
C111427    , 2024-08 , 2        ,        2690.0
C111428    , 2024-08 , 2        ,        1750.0
C111429    , 2024-08 , 7        ,        6740.0
C111430    , 2024-08 , 1        ,        1700.0
C111431    , 2024-08 , 4        ,        9200.0
C111432    , 2024-08 , 10       ,       15980.0
C111433    , 2024-08 , 2        ,        8810.0
C111434    , 2024-08 , 6        ,        6470.0
C111435    , 2024-08 , 22       ,       35080.0
C111436    , 2024-08 , 2        ,        3770.0
C111437    , 2024-08 , 3        ,       13570.0
C111438    , 2024-08 , 6        ,       29630.0
C111439    , 2024-08 , 6        ,       12160.0
C111440    , 2024-08 , 21       ,       46190.0
C111441    , 2024-08 , 4        ,        8340.0
C111442    , 2024-08 , 14       ,       20400.0
C111443    , 2024-08 , 5        ,        4890.0
C111444    , 2024-08 , 6        ,       13770.0
C111445    , 2024-08 , 0        ,           0.0
C111446    , 2024-08 , 4        ,       19010.0
C111447    , 2024-08 , 17       ,       19920.0
C111448    , 2024-08 , 0        ,           0.0
C111449    , 2024-08 , 30       ,       42320.0
C111450    , 2024-08 , 6        ,       14270.0
C111452    , 2024-08 , 5        ,        8720.0
C111453    , 2024-08 , 7        ,       35410.0
C111454    , 2024-08 , 7        ,       11170.0
C111455    , 2024-08 , 10       ,       33970.0
C111456    , 2024-08 , 3        ,        7800.0
C111457    , 2024-08 , 3        ,        2440.0
C111458    , 2024-08 , 8        ,       12330.0
C111459    , 2024-08 , 8        ,       14920.0
C111460    , 2024-08 , 6        ,        6120.0
C111461    , 2024-08 , 8        ,       16780.0
C111462    , 2024-08 , 4        ,        7350.0
C111463    , 2024-08 , 1        ,         650.0
C111464    , 2024-08 , 8        ,       16600.0
C111465    , 2024-08 , 16       ,       11330.0
C111466    , 2024-08 , 7        ,        8390.0
C111467    , 2024-08 , 2        ,        7460.0
C111468    , 2024-08 , 17       ,       29780.0
C111469    , 2024-08 , 14       ,       54180.0
C111470    , 2024-08 , 14       ,       37630.0
C111471    , 2024-08 , 3        ,       14480.0
C111472    , 2024-08 , 4        ,        7860.0
C111473    , 2024-08 , 4        ,        8810.0
C111474    , 2024-08 , 8        ,        4860.0
C111475    , 2024-08 , 13       ,       47170.0
C111476    , 2024-08 , 0        ,           0.0
C111477    , 2024-08 , 7        ,       16110.0
C111478    , 2024-08 , 4        ,       12800.0
C111479    , 2024-08 , 20       ,       50250.0
C111480    , 2024-08 , 16       ,       30910.0
C111481    , 2024-08 , 16       ,       57290.0
C111482    , 2024-08 , 15       ,       23510.0
C111483    , 2024-08 , 6        ,        8180.0
C111484    , 2024-08 , 4        ,        2420.0
C111485    , 2024-08 , 4        ,        7380.0
C111486    , 2024-08 , 10       ,       16190.0
C111487    , 2024-08 , 2        ,        2310.0
C111488    , 2024-08 , 1        ,        1960.0
C111489    , 2024-08 , 5        ,        3150.0
C111490    , 2024-08 , 11       ,       25610.0
C111491    , 2024-08 , 3        ,       11520.0
C111492    , 2024-08 , 39       ,       83290.0
C111493    , 2024-08 , 2        ,        3580.0
C111494    , 2024-08 , 8        ,       10720.0
C111495    , 2024-08 , 4        ,       22290.0
C111496    , 2024-08 , 4        ,       17470.0
C111497    , 2024-08 , 5        ,        7160.0
C111498    , 2024-08 , 20       ,       50050.0
C111499    , 2024-08 , 31       ,       30520.0
C111500    , 2024-08 , 3        ,        5400.0
C111501    , 2024-08 , 1        ,        1830.0
C111502    , 2024-08 , 5        ,       14600.0
C111503    , 2024-08 , 3        ,        3120.0
C111505    , 2024-08 , 4        ,        6110.0
C111506    , 2024-08 , 5        ,        5490.0
C111507    , 2024-08 , 9        ,       17480.0
C111508    , 2024-08 , 6        ,       14780.0
C111509    , 2024-08 , 9        ,        4820.0
C111510    , 2024-08 , 3        ,        7230.0
C111511    , 2024-08 , 8        ,       12770.0
C111512    , 2024-08 , 4        ,        8950.0
C111513    , 2024-08 , 28       ,       32920.0
C111514    , 2024-08 , 6        ,        8320.0
C111515    , 2024-08 , 6        ,       21790.0
C111517    , 2024-08 , 16       ,       27550.0
C111518    , 2024-08 , 2        ,        5990.0
C111519    , 2024-08 , 2        ,        1190.0
C111520    , 2024-08 , 1        ,        1380.0
C111521    , 2024-08 , 7        ,       11180.0
C111522    , 2024-08 , 4        ,       10140.0
C111523    , 2024-08 , 9        ,       13500.0
C111524    , 2024-08 , 6        ,        8950.0
C111525    , 2024-08 , 11       ,        4650.0
C111526    , 2024-08 , 8        ,       18560.0
C111527    , 2024-08 , 2        ,        2200.0
C111528    , 2024-08 , 6        ,        7240.0
C111529    , 2024-08 , 7        ,       15610.0
C111530    , 2024-08 , 13       ,       14840.0
C111531    , 2024-08 , 7        ,       12980.0
C111532    , 2024-08 , 0        ,           0.0
C111533    , 2024-08 , 10       ,       10750.0
C111534    , 2024-08 , 2        ,        7210.0
C111535    , 2024-08 , 5        ,        9850.0
C111536    , 2024-08 , 5        ,       13710.0
C111537    , 2024-08 , 5        ,        9200.0
C111538    , 2024-08 , 11       ,       19750.0
C111539    , 2024-08 , 20       ,       54310.0
C111540    , 2024-08 , 6        ,        8340.0
C111541    , 2024-08 , 4        ,        4170.0
C111542    , 2024-08 , 4        ,        4630.0
C111543    , 2024-08 , 7        ,       18640.0
C111544    , 2024-08 , 2        ,       10560.0
C111545    , 2024-08 , 18       ,       37980.0
C111546    , 2024-08 , 2        ,        4820.0
C111547    , 2024-08 , 4        ,        4840.0
C111548    , 2024-08 , 12       ,       36460.0
C111549    , 2024-08 , 19       ,       34550.0
C111550    , 2024-08 , 30       ,       58150.0
C111551    , 2024-08 , 0        ,           0.0
C111552    , 2024-08 , 1        ,        2010.0
C111553    , 2024-08 , 7        ,       17180.0
C111554    , 2024-08 , 11       ,       36990.0
C111555    , 2024-08 , 9        ,       26590.0
C111556    , 2024-08 , 8        ,       18710.0
C111557    , 2024-08 , 4        ,       16510.0
C111558    , 2024-08 , 8        ,       17480.0
C111559    , 2024-08 , 25       ,       24470.0
C111560    , 2024-08 , 4        ,       11270.0
C111561    , 2024-08 , 2        ,        2130.0
C111562    , 2024-08 , 8        ,       13390.0
C111563    , 2024-08 , 6        ,       19700.0
C111564    , 2024-08 , 27       ,       52050.0
C111565    , 2024-08 , 2        ,        2580.0
C111566    , 2024-08 , 2        ,        4920.0
C111567    , 2024-08 , 21       ,       51650.0
C111568    , 2024-08 , 4        ,        4180.0
C111569    , 2024-08 , 3        ,        2550.0
C111570    , 2024-08 , 5        ,        7110.0
C111571    , 2024-08 , 1        ,        1170.0
C111572    , 2024-08 , 4        ,        7370.0
C111573    , 2024-08 , 16       ,       34640.0
C111574    , 2024-08 , 6        ,       19430.0
C111575    , 2024-08 , 1        ,        2750.0
C111576    , 2024-08 , 0        ,           0.0
C111577    , 2024-08 , 2        ,        2010.0
C111578    , 2024-08 , 8        ,       18840.0
C111579    , 2024-08 , 1        ,        2440.0
C111580    , 2024-08 , 2        ,        1580.0
C111581    , 2024-08 , 6        ,        9310.0
C111582    , 2024-08 , 1        ,        4820.0
C111583    , 2024-08 , 7        ,       11150.0
C111584    , 2024-08 , 6        ,        9920.0
C111585    , 2024-08 , 14       ,       48190.0
C111586    , 2024-08 , 14       ,       27800.0
C111587    , 2024-08 , 6        ,       17490.0
C111588    , 2024-08 , 3        ,       11490.0
C111589    , 2024-08 , 4        ,        5860.0
C111590    , 2024-08 , 11       ,       21580.0
C111591    , 2024-08 , 0        ,           0.0
C111592    , 2024-08 , 0        ,           0.0
C111593    , 2024-08 , 7        ,       10900.0
C111594    , 2024-08 , 8        ,       47310.0
C111595    , 2024-08 , 14       ,       16460.0
C111596    , 2024-08 , 3        ,        8680.0
C111597    , 2024-08 , 6        ,       10670.0
C111598    , 2024-08 , 20       ,       38470.0
C111599    , 2024-08 , 10       ,       13360.0
C111600    , 2024-08 , 3        ,        5780.0
C111601    , 2024-08 , 22       ,       65800.0
C111602    , 2024-08 , 9        ,       32630.0
C111603    , 2024-08 , 6        ,       14090.0
C111604    , 2024-08 , 6        ,       10670.0
C111605    , 2024-08 , 4        ,        4090.0
C111606    , 2024-08 , 3        ,        6020.0
C111607    , 2024-08 , 5        ,       11610.0
C111608    , 2024-08 , 6        ,        8910.0
C111609    , 2024-08 , 3        ,        4270.0
C111610    , 2024-08 , 1        ,        1980.0
C111611    , 2024-08 , 6        ,       11570.0
C111612    , 2024-08 , 5        ,        9650.0
C111613    , 2024-08 , 5        ,        8340.0
C111614    , 2024-08 , 7        ,       19550.0
C111615    , 2024-08 , 13       ,       19250.0
C111616    , 2024-08 , 10       ,       12850.0
C111617    , 2024-08 , 0        ,           0.0
C111618    , 2024-08 , 13       ,       25720.0
C111619    , 2024-08 , 2        ,        2570.0
C111620    , 2024-08 , 1        ,        1090.0
C111621    , 2024-08 , 4        ,        9400.0
C111622    , 2024-08 , 5        ,        5950.0
C111623    , 2024-08 , 8        ,       19870.0
C111624    , 2024-08 , 3        ,        7140.0
C111625    , 2024-08 , 6        ,       23640.0
C111626    , 2024-08 , 6        ,        8970.0
C111627    , 2024-08 , 8        ,       14100.0
C111628    , 2024-08 , 2        ,        6310.0
C111629    , 2024-08 , 6        ,       14540.0
C111630    , 2024-08 , 5        ,        9380.0
C111631    , 2024-08 , 2        ,        5420.0
C111632    , 2024-08 , 2        ,        4570.0
C111633    , 2024-08 , 16       ,       25780.0
C111634    , 2024-08 , 13       ,       46280.0
C111635    , 2024-08 , 5        ,        5190.0
C111636    , 2024-08 , 3        ,       14390.0
C111637    , 2024-08 , 5        ,        9630.0
C111638    , 2024-08 , 3        ,        4840.0
C111639    , 2024-08 , 2        ,        2410.0
C111640    , 2024-08 , 18       ,       25980.0
C111641    , 2024-08 , 2        ,        4220.0
C111642    , 2024-08 , 2        ,        5700.0
C111643    , 2024-08 , 1        ,        3040.0
C111644    , 2024-08 , 1        ,        1440.0
C111645    , 2024-08 , 5        ,       10990.0
C111646    , 2024-08 , 15       ,       25250.0
C111647    , 2024-08 , 4        ,        7120.0
C111648    , 2024-08 , 4        ,       16420.0
C111649    , 2024-08 , 2        ,        2240.0
C111650    , 2024-08 , 6        ,       26570.0
C111651    , 2024-08 , 1        ,        3390.0
C111652    , 2024-08 , 7        ,       22260.0
C111653    , 2024-08 , 10       ,       30960.0
C111654    , 2024-08 , 5        ,        5220.0
C111655    , 2024-08 , 7        ,       14530.0
C111656    , 2024-08 , 2        ,        2780.0
C111657    , 2024-08 , 24       ,       33670.0
C111658    , 2024-08 , 6        ,       30230.0
C111659    , 2024-08 , 3        ,        1390.0
C111660    , 2024-08 , 6        ,       14360.0
C111661    , 2024-08 , 2        ,        4530.0
C111662    , 2024-08 , 4        ,        2400.0
C111663    , 2024-08 , 13       ,       27060.0
C111664    , 2024-08 , 3        ,        3730.0
C111665    , 2024-08 , 8        ,        9260.0
C111666    , 2024-08 , 3        ,        3720.0
C111667    , 2024-08 , 10       ,       29900.0
C111668    , 2024-08 , 9        ,       25610.0
C111669    , 2024-08 , 5        ,        8550.0
C111670    , 2024-08 , 19       ,       25960.0
C111671    , 2024-08 , 2        ,        3950.0
C111672    , 2024-08 , 5        ,       15070.0
C111673    , 2024-08 , 7        ,        9740.0
C111674    , 2024-08 , 1        ,        2040.0
C111675    , 2024-08 , 10       ,       11980.0
C111676    , 2024-08 , 3        ,        8840.0
C111677    , 2024-08 , 0        ,           0.0
C111678    , 2024-08 , 3        ,       11950.0
C111679    , 2024-08 , 5        ,       14980.0
C111680    , 2024-08 , 1        ,        2350.0
C111681    , 2024-08 , 8        ,       15100.0
C111682    , 2024-08 , 6        ,        8920.0
C111683    , 2024-08 , 2        ,        3210.0
C111684    , 2024-08 , 1        ,        3000.0
C111685    , 2024-08 , 13       ,       18140.0
C111686    , 2024-08 , 2        ,        5030.0
C111687    , 2024-08 , 6        ,       15150.0
C111688    , 2024-08 , 2        ,        4500.0
C111689    , 2024-08 , 1        ,        1400.0
C111690    , 2024-08 , 16       ,       56520.0
C111691    , 2024-08 , 13       ,       39720.0
C111692    , 2024-08 , 8        ,       18380.0
C111693    , 2024-08 , 2        ,        3650.0
C111694    , 2024-08 , 4        ,        8140.0
C111695    , 2024-08 , 3        ,        4670.0
C111696    , 2024-08 , 18       ,      112380.0
C111697    , 2024-08 , 8        ,       21150.0
C111698    , 2024-08 , 2        ,        5510.0
C111699    , 2024-08 , 6        ,       12130.0
C111700    , 2024-08 , 1        ,        1700.0
C111701    , 2024-08 , 3        ,        3340.0
C111702    , 2024-08 , 12       ,       15540.0
C111703    , 2024-08 , 5        ,       11210.0
C111704    , 2024-08 , 31       ,       48550.0
C111705    , 2024-08 , 4        ,       15250.0
C111706    , 2024-08 , 3        ,       14840.0
C111707    , 2024-08 , 4        ,        9520.0
C111708    , 2024-08 , 0        ,           0.0
C111709    , 2024-08 , 3        ,        8640.0
C111710    , 2024-08 , 0        ,           0.0
C111711    , 2024-08 , 8        ,       20370.0
C111712    , 2024-08 , 5        ,        9340.0
C111713    , 2024-08 , 6        ,       18870.0
C111714    , 2024-08 , 3        ,        2840.0
C111715    , 2024-08 , 3        ,        5250.0
C111716    , 2024-08 , 6        ,       24050.0
C111717    , 2024-08 , 2        ,        3730.0
C111718    , 2024-08 , 2        ,        3330.0
C111719    , 2024-08 , 15       ,       11940.0
C111720    , 2024-08 , 3        ,        5890.0
C111721    , 2024-08 , 3        ,        5260.0
C111722    , 2024-08 , 4        ,        8060.0
C111723    , 2024-08 , 3        ,        2280.0
C111724    , 2024-08 , 2        ,        1430.0
C111725    , 2024-08 , 4        ,        8310.0
C111726    , 2024-08 , 6        ,       24190.0
C111727    , 2024-08 , 0        ,           0.0
C111728    , 2024-08 , 7        ,       14920.0
C111729    , 2024-08 , 7        ,       22950.0
C111730    , 2024-08 , 6        ,        5100.0
C111731    , 2024-08 , 9        ,       12790.0
C111732    , 2024-08 , 3        ,        5640.0
C111733    , 2024-08 , 19       ,       37190.0
C111734    , 2024-08 , 1        ,        1810.0
C111735    , 2024-08 , 4        ,        9610.0
C111736    , 2024-08 , 5        ,       11750.0
C111737    , 2024-08 , 7        ,       17310.0
C111738    , 2024-08 , 6        ,        8950.0
C111739    , 2024-08 , 9        ,       25830.0
C111740    , 2024-08 , 4        ,        9610.0
C111741    , 2024-08 , 4        ,        6270.0
C111742    , 2024-08 , 7        ,        9660.0
C111743    , 2024-08 , 1        ,        1810.0
C111744    , 2024-08 , 13       ,       22060.0
C111745    , 2024-08 , 2        ,        2460.0
C111746    , 2024-08 , 8        ,       15650.0
C111747    , 2024-08 , 5        ,       15300.0
C111748    , 2024-08 , 8        ,       14540.0
C111749    , 2024-08 , 4        ,        8770.0
C111750    , 2024-08 , 3        ,        8460.0
C111751    , 2024-08 , 6        ,        6750.0
C111752    , 2024-08 , 6        ,        7470.0
C111753    , 2024-08 , 48       ,      103160.0
C111754    , 2024-08 , 10       ,       26590.0
C111755    , 2024-08 , 1        ,        4980.0
C111756    , 2024-08 , 2        ,        3270.0
C111757    , 2024-08 , 4        ,        5420.0
C111758    , 2024-08 , 7        ,       10540.0
C111759    , 2024-08 , 3        ,        3420.0
C111760    , 2024-08 , 6        ,        4940.0
C111761    , 2024-08 , 6        ,        8540.0
C111762    , 2024-08 , 4        ,        6970.0
C111763    , 2024-08 , 1        ,        2010.0
C111764    , 2024-08 , 7        ,       16840.0
C111765    , 2024-08 , 9        ,       40870.0
C111766    , 2024-08 , 8        ,       14530.0
C111767    , 2024-08 , 31       ,       51220.0
C111768    , 2024-08 , 8        ,       13300.0
C111769    , 2024-08 , 3        ,        4830.0
C111770    , 2024-08 , 9        ,       14870.0
C111771    , 2024-08 , 19       ,       51360.0
C111772    , 2024-08 , 4        ,        4980.0
C111773    , 2024-08 , 12       ,       24680.0
C111774    , 2024-08 , 12       ,       24000.0
C111775    , 2024-08 , 20       ,       17030.0
C111776    , 2024-08 , 7        ,        7720.0
C111777    , 2024-08 , 3        ,        4480.0
C111778    , 2024-08 , 5        ,        7740.0
C111779    , 2024-08 , 12       ,       25030.0
C111780    , 2024-08 , 2        ,        4210.0
C111781    , 2024-08 , 4        ,        3520.0
C111782    , 2024-08 , 5        ,        8650.0
C111783    , 2024-08 , 26       ,       57590.0
C111784    , 2024-08 , 3        ,        6260.0
C111785    , 2024-08 , 13       ,       22110.0
C111786    , 2024-08 , 16       ,       36760.0
C111787    , 2024-08 , 2        ,        9120.0
C111788    , 2024-08 , 5        ,        7460.0
C111789    , 2024-08 , 22       ,       91880.0
C111790    , 2024-08 , 12       ,       12460.0
C111791    , 2024-08 , 3        ,        5650.0
C111792    , 2024-08 , 6        ,        7870.0
C111793    , 2024-08 , 3        ,       11390.0
C111794    , 2024-08 , 9        ,       25480.0
C111795    , 2024-08 , 6        ,       16980.0
C111796    , 2024-08 , 7        ,        7350.0
C111797    , 2024-08 , 8        ,       11790.0
C111798    , 2024-08 , 7        ,       17400.0
C111799    , 2024-08 , 8        ,       25980.0
C111800    , 2024-08 , 1        ,        2070.0
C111801    , 2024-08 , 2        ,        4850.0
C111802    , 2024-08 , 9        ,        6440.0
C111803    , 2024-08 , 5        ,        5030.0
C111804    , 2024-08 , 4        ,       11280.0
C111805    , 2024-08 , 14       ,       48620.0
C111806    , 2024-08 , 4        ,        7890.0
C111807    , 2024-08 , 3        ,       10230.0
C111808    , 2024-08 , 2        ,        2600.0
C111809    , 2024-08 , 16       ,       30750.0
C111810    , 2024-08 , 3        ,        3530.0
C111811    , 2024-08 , 4        ,        5120.0
C111812    , 2024-08 , 5        ,       16050.0
C111813    , 2024-08 , 3        ,       10120.0
C111814    , 2024-08 , 4        ,        8210.0
C111815    , 2024-08 , 1        ,        3150.0
C111816    , 2024-08 , 2        ,        5650.0
C111817    , 2024-08 , 5        ,        7090.0
C111818    , 2024-08 , 5        ,        9190.0
C111819    , 2024-08 , 9        ,       23070.0
C111820    , 2024-08 , 1        ,        2220.0
C111821    , 2024-08 , 0        ,           0.0
C111822    , 2024-08 , 8        ,        5470.0
C111823    , 2024-08 , 5        ,       14960.0
C111824    , 2024-08 , 14       ,      110610.0
C111825    , 2024-08 , 14       ,       42990.0
C111826    , 2024-08 , 3        ,        5680.0
C111827    , 2024-08 , 1        ,        1400.0
C111828    , 2024-08 , 0        ,           0.0
C111829    , 2024-08 , 5        ,       15300.0
C111830    , 2024-08 , 2        ,        2180.0
C111831    , 2024-08 , 2        ,        1180.0
C111832    , 2024-08 , 7        ,       26060.0
C111833    , 2024-08 , 9        ,       20100.0
C111834    , 2024-08 , 12       ,       17990.0
C111835    , 2024-08 , 21       ,       36900.0
C111836    , 2024-08 , 13       ,       20540.0
C111837    , 2024-08 , 3        ,        8440.0
C111838    , 2024-08 , 20       ,       28380.0
C111839    , 2024-08 , 6        ,        9600.0
C111840    , 2024-08 , 6        ,       22420.0
C111841    , 2024-08 , 7        ,       19750.0
C111842    , 2024-08 , 10       ,       39290.0
C111843    , 2024-08 , 3        ,        3630.0
C111844    , 2024-08 , 7        ,       12630.0
C111845    , 2024-08 , 2        ,        4140.0
C111846    , 2024-08 , 6        ,       23910.0
C111847    , 2024-08 , 5        ,        8130.0
C111848    , 2024-08 , 5        ,        5940.0
C111849    , 2024-08 , 15       ,       36250.0
C111850    , 2024-08 , 4        ,        9400.0
C111851    , 2024-08 , 5        ,       15210.0
C111852    , 2024-08 , 8        ,       16290.0
C111853    , 2024-08 , 1        ,        3180.0
C111854    , 2024-08 , 2        ,        2100.0
C111855    , 2024-08 , 4        ,        9350.0
C111856    , 2024-08 , 12       ,       15670.0
C111857    , 2024-08 , 0        ,           0.0
C111858    , 2024-08 , 11       ,       33250.0
C111859    , 2024-08 , 0        ,           0.0
C111860    , 2024-08 , 3        ,       10210.0
C111861    , 2024-08 , 1        ,        3040.0
C111862    , 2024-08 , 2        ,        5080.0
C111863    , 2024-08 , 4        ,        6350.0
C111864    , 2024-08 , 2        ,        3540.0
C111865    , 2024-08 , 1        ,        1790.0
C111866    , 2024-08 , 3        ,        4130.0
C111867    , 2024-08 , 1        ,        3380.0
C111868    , 2024-08 , 2        ,        5380.0
C111869    , 2024-08 , 4        ,       20410.0
C111870    , 2024-08 , 5        ,       11710.0
C111871    , 2024-08 , 4        ,       11980.0
C111872    , 2024-08 , 3        ,        4150.0
C111873    , 2024-08 , 5        ,        7230.0
C111874    , 2024-08 , 13       ,       30270.0
C111875    , 2024-08 , 1        ,        2710.0
C111876    , 2024-08 , 3        ,        6130.0
C111877    , 2024-08 , 3        ,       11810.0
C111878    , 2024-08 , 7        ,       11380.0
C111880    , 2024-08 , 3        ,        5210.0
C111881    , 2024-08 , 2        ,        2370.0
C111882    , 2024-08 , 3        ,        9320.0
C111883    , 2024-08 , 5        ,        7240.0
C111884    , 2024-08 , 5        ,       13720.0
C111885    , 2024-08 , 4        ,        6330.0
C111886    , 2024-08 , 2        ,        2120.0
C111887    , 2024-08 , 4        ,        3640.0
C111888    , 2024-08 , 4        ,        7340.0
C111889    , 2024-08 , 1        ,        2320.0
C111890    , 2024-08 , 2        ,        3410.0
C111891    , 2024-08 , 15       ,       13510.0
C111892    , 2024-08 , 3        ,        7300.0
C111893    , 2024-08 , 3        ,        5960.0
C111894    , 2024-08 , 4        ,       13070.0
C111895    , 2024-08 , 5        ,        5830.0
C111896    , 2024-08 , 5        ,       21290.0
C111897    , 2024-08 , 3        ,        5650.0
C111898    , 2024-08 , 4        ,        6440.0
C111899    , 2024-08 , 4        ,       18000.0
C111900    , 2024-08 , 9        ,       36920.0
C111901    , 2024-08 , 10       ,       17460.0
C111902    , 2024-08 , 7        ,       11690.0
C111903    , 2024-08 , 1        ,        1650.0
C111904    , 2024-08 , 3        ,        6540.0
C111905    , 2024-08 , 10       ,       41420.0
C111906    , 2024-08 , 11       ,       29420.0
C111907    , 2024-08 , 4        ,        8400.0
C111908    , 2024-08 , 5        ,       11430.0
C111909    , 2024-08 , 6        ,        9690.0
C111910    , 2024-08 , 3        ,        6230.0
C111911    , 2024-08 , 3        ,        2980.0
C111912    , 2024-08 , 32       ,      147050.0
